author,title,year,pages
Шолохов Михаил Александрович,Кому на Руси жить хорошо,2025,1328
Грибоедов Александр Сергеевич,Белая гвардия,1973,961
Толстой Лев Николаевич,Русские женщины,1952,565
Пастернак Борис Леонидович,Детство,1830,648
Достоевский Фёдор Михайлович,Вишнёвый сад,1822,1285
Толстой Лев Николаевич,Ася,1805,678
Толстой Лев Николаевич,Дом с мезонином,1860,1403
Достоевский Фёдор Михайлович,Вий,1830,917
Лесков Николай Семёнович,Вишнёвый сад,1830,216
Ахматова Анна Андреевна,Лёгкое дыхание,1916,1274
Лесков Николай Семёнович,Крестьянские дети,1844,1196
Ахматова Анна Андреевна,Анна Каренина,1931,822
Маяковский Владимир Владимирович,Донские рассказы,1886,773
Толстой Лев Николаевич,Тарас Бульба,1945,976
Горький Максим,Хождение по мукам,1918,398
Некрасов Николай Алексеевич,Рядовой Лютиков,1963,780
Грибоедов Александр Сергеевич,Аэлита,1817,862
Тургенев Иван Сергеевич,Первая любовь,1898,1093
Чернышевский Николай Гаврилович,Хамелеон,1925,760
Гоголь Николай Васильевич,Маленькая печальная повесть,1909,1132
Есенин Сергей Александрович,Первая любовь,1909,254
Толстой Алексей Николаевич,Анна Каренина,1949,430
Салтыков-Щедрин Михаил Евграфович,Кому на Руси жить хорошо,1955,1099
Достоевский Фёдор Михайлович,Дама с собачкой,1808,883
Некрасов Николай Алексеевич,Первая любовь,1969,1393
Пастернак Борис Леонидович,Мастер и Маргарита,1872,865
Бродский Иосиф Александрович,Ася,1869,1153
Чехов Антон Павлович,Преступление и наказание,1860,903
Островский Александр Николаевич,Бесы,1829,698
Маяковский Владимир Владимирович,Пётр Первый,1982,288
Пастернак Борис Леонидович,Воскресение,1855,1215
Блок Александр Александрович,Евгений Онегин,1889,189
Толстой Алексей Николаевич,Белые ночи,1817,1429
Лермонтов Михаил Юрьевич,Антоновские яблоки,1915,924
Набоков Владимир Владимирович,Донские рассказы,1967,178
Беляев Александр Романович,Хамелеон,1963,1438
Набоков Владимир Владимирович,Маленькая печальная повесть,1863,823
Булгаков Михаил Афанасьевич,Железная дорога,1922,196
Блок Александр Александрович,Идиот,1865,897
Лесков Николай Семёнович,Тарас Бульба,2002,1054
Есенин Сергей Александрович,Тихий Дон,1857,1206
Шолохов Михаил Александрович,Медный всадник,1987,469
Тургенев Иван Сергеевич,Ионыч,1887,1171
Набоков Владимир Владимирович,Анна Каренина,1809,964
Замятин Евгений Иванович,Вий,1844,1406
Булгаков Михаил Афанасьевич,Дом с мезонином,1871,1199
Платонов Андрей Платонович,Бесы,2016,894
Гоголь Николай Васильевич,Железная дорога,1928,214
Тургенев Иван Сергеевич,Тёмные аллеи,1944,351
Толстой Лев Николаевич,Лёгкое дыхание,2003,1075
Толстой Лев Николаевич,Вишнёвый сад,1944,782
Ильф Илья Арнольдович,Детство,1918,772
Горький Максим,Русские женщины,1947,651
Стругацкий Борис Натанович,Донские рассказы,1855,1027
Лесков Николай Семёнович,Хождение по мукам,1948,137
Некрасов Виктор Платонович,Вий,1825,772
Шолохов Михаил Александрович,Тихий Дон,1992,421
Толстой Лев Николаевич,Ионыч,1927,595
Грин Александр Степанович,Мастер и Маргарита,1871,908
Грин Александр Степанович,Шинель,1968,1448
Пастернак Борис Леонидович,Вишнёвый сад,1959,799
Беляев Александр Романович,Судьба человека,1916,865
Грибоедов Александр Сергеевич,Детство,1943,1024
Чехов Антон Павлович,Мертвые души,1872,317
Толстой Лев Николаевич,Ревизор,1837,355
Островский Александр Николаевич,Мертвые души,1990,1237
Островский Александр Николаевич,Первая любовь,1915,1129
Пушкин Александр Сергеевич,Ася,1884,327
Лермонтов Михаил Юрьевич,Ревизор,1824,125
Чехов Антон Павлович,Лёгкое дыхание,1829,380
Ильф Илья Арнольдович,Тёмные аллеи,1958,990
Петров Евгений Петрович,Первая любовь,2002,1078
Бродский Иосиф Александрович,Первая любовь,2010,942
Ахматова Анна Андреевна,Антоновские яблоки,1897,1105
Салтыков-Щедрин Михаил Евграфович,Дом с мезонином,1807,680
Набоков Владимир Владимирович,Лёгкое дыхание,2006,101
Чехов Антон Павлович,Отцы и дети,1844,766
Достоевский Фёдор Михайлович,Вишнёвый сад,1822,639
Стругацкий Борис Натанович,Мертвые души,1948,632
Тургенев Иван Сергеевич,Анна Каренина,1914,198
Тургенев Иван Сергеевич,Идиот,1931,1050
Толстой Лев Николаевич,Ионыч,1809,953
Куприн Александр Иванович,Хамелеон,1990,1319
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1882,1016
Островский Александр Николаевич,Ася,1950,1361
Толстой Лев Николаевич,Шинель,1815,614
Набоков Владимир Владимирович,Хамелеон,1962,1332
Набоков Владимир Владимирович,В окопах Сталинграда,2002,1271
Петров Евгений Петрович,Листопад,1838,516
Гоголь Николай Васильевич,Шинель,2021,789
Чернышевский Николай Гаврилович,Белые ночи,1875,1041
Ильф Илья Арнольдович,Хамелеон,1940,1110
Замятин Евгений Иванович,Воскресение,1801,419
Грин Александр Степанович,Преступление и наказание,1854,700
Некрасов Николай Алексеевич,Мастер и Маргарита,1909,210
Толстой Лев Николаевич,Тихий Дон,1942,961
Мандельштам Осип Эмильевич,Война и мир,1988,637
Бродский Иосиф Александрович,Евгений Онегин,1826,154
Ильф Илья Арнольдович,Тихий Дон,1937,153
Лесков Николай Семёнович,Медный всадник,1988,1265
Ахматова Анна Андреевна,Мертвые души,1905,755
Грин Александр Степанович,Дом с мезонином,2022,107
Лермонтов Михаил Юрьевич,Отцы и дети,2001,1241
Бунин Иван Алексеевич,В окопах Сталинграда,1908,1284
Некрасов Виктор Платонович,Мастер и Маргарита,1981,1344
Салтыков-Щедрин Михаил Евграфович,Воскресение,1839,1043
Толстой Алексей Николаевич,Медный всадник,1815,732
Достоевский Фёдор Михайлович,Шинель,1930,109
Грибоедов Александр Сергеевич,Аэлита,1958,638
Горький Максим,Кому на Руси жить хорошо,1811,438
Куприн Александр Иванович,Кому на Руси жить хорошо,1809,1176
Чернышевский Николай Гаврилович,Евгений Онегин,1916,68
Набоков Владимир Владимирович,Судьба человека,1804,898
Некрасов Николай Алексеевич,Рядовой Лютиков,1833,369
Цветаева Марина Ивановна,Мастер и Маргарита,1841,852
Замятин Евгений Иванович,Идиот,1840,247
Шолохов Михаил Александрович,Бесы,1872,1291
Гоголь Николай Васильевич,Евгений Онегин,1851,741
Толстой Лев Николаевич,Хамелеон,1900,1404
Лермонтов Михаил Юрьевич,Дама с собачкой,1950,510
Островский Александр Николаевич,Лёгкое дыхание,1979,758
Маяковский Владимир Владимирович,Лёгкое дыхание,1941,1236
Беляев Александр Романович,Ионыч,1865,523
Набоков Владимир Владимирович,Аэлита,1812,1079
Беляев Александр Романович,Вишнёвый сад,1855,700
Есенин Сергей Александрович,Воскресение,1817,746
Гоголь Николай Васильевич,Русские женщины,1964,1496
Добролюбов Николай Александрович,В окопах Сталинграда,1962,1168
Некрасов Николай Алексеевич,В окопах Сталинграда,1968,1283
Цветаева Марина Ивановна,Тарас Бульба,1982,1141
Чехов Антон Павлович,Лёгкое дыхание,2019,1137
Бродский Иосиф Александрович,Маленькая печальная повесть,1892,287
Толстой Лев Николаевич,Медный всадник,1937,1145
Беляев Александр Романович,Собачье сердце,1871,767
Ахматова Анна Андреевна,Мастер и Маргарита,1881,441
Грибоедов Александр Сергеевич,Отцы и дети,1920,1148
Пастернак Борис Леонидович,Воскресение,1988,528
Некрасов Виктор Платонович,Донские рассказы,1898,1174
Шолохов Михаил Александрович,Кому на Руси жить хорошо,2002,390
Чернышевский Николай Гаврилович,Митина любовь,1976,994
Толстой Лев Николаевич,Воскресение,1897,1198
Островский Александр Николаевич,Вий,1926,773
Блок Александр Александрович,Дом с мезонином,1928,979
Лермонтов Михаил Юрьевич,Хамелеон,1802,681
Чехов Антон Павлович,Война и мир,1880,1139
Чернышевский Николай Гаврилович,Собачье сердце,1994,663
Лесков Николай Семёнович,Русские женщины,1836,740
Толстой Лев Николаевич,Медный всадник,1855,339
Салтыков-Щедрин Михаил Евграфович,Русские женщины,1989,1008
Лермонтов Михаил Юрьевич,Детство,1938,363
Булгаков Михаил Афанасьевич,Идиот,1848,1310
Гоголь Николай Васильевич,Детство,1901,469
Маяковский Владимир Владимирович,Ревизор,1802,374
Платонов Андрей Платонович,Листопад,1954,60
Толстой Алексей Николаевич,Дама с собачкой,1899,898
Куприн Александр Иванович,В окопах Сталинграда,1977,613
Шолохов Михаил Александрович,Лёгкое дыхание,1823,937
Чернышевский Николай Гаврилович,Антоновские яблоки,1871,928
Набоков Владимир Владимирович,Крестьянские дети,1811,777
Маяковский Владимир Владимирович,Мертвые души,1829,1486
Бродский Иосиф Александрович,Мастер и Маргарита,1970,1481
Шолохов Михаил Александрович,Железная дорога,2013,1371
Достоевский Фёдор Михайлович,Вий,1891,775
Горький Максим,Вий,1935,277
Гоголь Николай Васильевич,Белые ночи,1989,506
Набоков Владимир Владимирович,Тёмные аллеи,1866,553
Толстой Лев Николаевич,Русские женщины,1917,935
Грин Александр Степанович,Идиот,1814,947
Пастернак Борис Леонидович,Морфий,1877,143
Толстой Лев Николаевич,Крестьянские дети,1979,862
Ахматова Анна Андреевна,Железная дорога,1846,290
Стругацкий Борис Натанович,Собачье сердце,2010,343
Пушкин Александр Сергеевич,Шинель,1929,1285
Стругацкий Аркадий Натанович,Записки охотника,1895,495
Блок Александр Александрович,Крестьянские дети,1841,1014
Толстой Алексей Николаевич,Лёгкое дыхание,1998,710
Грибоедов Александр Сергеевич,Ревизор,1961,733
Бунин Иван Алексеевич,Рядовой Лютиков,1845,1129
Бунин Иван Алексеевич,Донские рассказы,1802,919
Салтыков-Щедрин Михаил Евграфович,Вий,1938,961
Горький Максим,Дом с мезонином,1971,693
Добролюбов Николай Александрович,Маленькая печальная повесть,1989,1306
Блок Александр Александрович,Листопад,1990,594
Достоевский Фёдор Михайлович,Тёмные аллеи,1948,815
Набоков Владимир Владимирович,Листопад,1808,1453
Добролюбов Николай Александрович,Ася,1891,680
Некрасов Виктор Платонович,Морфий,1942,1306
Платонов Андрей Платонович,Мертвые души,2020,1401
Толстой Лев Николаевич,Бесы,1940,240
Шолохов Михаил Александрович,Рядовой Лютиков,1945,1249
Ахматова Анна Андреевна,Анна Каренина,1853,517
Толстой Алексей Николаевич,Белая гвардия,1978,1203
Петров Евгений Петрович,Русские женщины,1855,979
Пастернак Борис Леонидович,Хождение по мукам,1993,649
Толстой Лев Николаевич,Вишнёвый сад,1811,915
Добролюбов Николай Александрович,Ася,1815,779
Ахматова Анна Андреевна,Ревизор,1930,1361
Набоков Владимир Владимирович,Собачье сердце,1959,1116
Бродский Иосиф Александрович,Хамелеон,1866,1389
Салтыков-Щедрин Михаил Евграфович,Отцы и дети,1948,373
Чернышевский Николай Гаврилович,Крестьянские дети,1852,936
Куприн Александр Иванович,Преступление и наказание,1995,195
Мандельштам Осип Эмильевич,Евгений Онегин,1851,431
Мандельштам Осип Эмильевич,Железная дорога,1928,1211
Толстой Алексей Николаевич,Русские женщины,1875,325
Петров Евгений Петрович,Анна Каренина,1994,1405
Беляев Александр Романович,Вий,1897,410
Булгаков Михаил Афанасьевич,Ася,1882,1010
Достоевский Фёдор Михайлович,Воскресение,1947,1055
Замятин Евгений Иванович,Хождение по мукам,1840,246
Чернышевский Николай Гаврилович,Бесы,1854,156
Петров Евгений Петрович,Мертвые души,1950,346
Беляев Александр Романович,Рядовой Лютиков,1896,912
Чернышевский Николай Гаврилович,Русские женщины,1952,402
Цветаева Марина Ивановна,Первая любовь,1940,1057
Стругацкий Аркадий Натанович,Ревизор,1863,1319
Мандельштам Осип Эмильевич,Дама с собачкой,2023,445
Салтыков-Щедрин Михаил Евграфович,Шинель,1835,1296
Чехов Антон Павлович,Лёгкое дыхание,1959,1065
Пастернак Борис Леонидович,Отцы и дети,1939,398
Гоголь Николай Васильевич,Железная дорога,1966,372
Платонов Андрей Платонович,Отцы и дети,1886,1376
Ильф Илья Арнольдович,Тарас Бульба,1970,255
Лесков Николай Семёнович,Морфий,1847,1311
Набоков Владимир Владимирович,Хамелеон,1921,550
Платонов Андрей Платонович,Война и мир,2024,574
Достоевский Фёдор Михайлович,Судьба человека,1931,426
Толстой Лев Николаевич,Первая любовь,1852,478
Островский Александр Николаевич,Мастер и Маргарита,1837,1028
Шолохов Михаил Александрович,Ионыч,1886,909
Грибоедов Александр Сергеевич,Отцы и дети,1936,1281
Островский Александр Николаевич,Воскресение,1909,260
Горький Максим,Дама с собачкой,1892,1350
Шолохов Михаил Александрович,Маленькая печальная повесть,1973,642
Некрасов Николай Алексеевич,Дом с мезонином,1959,974
Островский Александр Николаевич,Отцы и дети,1963,1335
Салтыков-Щедрин Михаил Евграфович,Хамелеон,1814,315
Чернышевский Николай Гаврилович,Аэлита,1977,502
Горький Максим,Судьба человека,1830,1394
Толстой Лев Николаевич,Аэлита,2019,1299
Чернышевский Николай Гаврилович,Русские женщины,1913,77
Толстой Лев Николаевич,Кому на Руси жить хорошо,1966,1277
Маяковский Владимир Владимирович,Война и мир,1831,928
Маяковский Владимир Владимирович,Ревизор,1832,1381
Ильф Илья Арнольдович,Тихий Дон,1834,1431
Петров Евгений Петрович,Листопад,1859,791
Чернышевский Николай Гаврилович,Ионыч,1875,441
Пушкин Александр Сергеевич,Ревизор,1837,361
Блок Александр Александрович,Аэлита,1962,1053
Толстой Лев Николаевич,Детство,1918,70
Чернышевский Николай Гаврилович,Записки охотника,1832,1461
Петров Евгений Петрович,Кому на Руси жить хорошо,1878,209
Петров Евгений Петрович,Вишнёвый сад,1911,291
Толстой Лев Николаевич,Мастер и Маргарита,1935,1037
Бродский Иосиф Александрович,Морфий,1872,373
Чехов Антон Павлович,Лёгкое дыхание,1994,764
Куприн Александр Иванович,Мастер и Маргарита,1947,1392
Некрасов Виктор Платонович,Донские рассказы,1938,488
Ильф Илья Арнольдович,Тёмные аллеи,1830,1433
Толстой Лев Николаевич,Рядовой Лютиков,2007,603
Шолохов Михаил Александрович,Ревизор,1934,1431
Пастернак Борис Леонидович,Митина любовь,1818,912
Булгаков Михаил Афанасьевич,Медный всадник,1887,232
Набоков Владимир Владимирович,Донские рассказы,1926,463
Добролюбов Николай Александрович,Ревизор,1973,1411
Толстой Алексей Николаевич,Анна Каренина,1900,57
Лермонтов Михаил Юрьевич,Медный всадник,1818,1058
Есенин Сергей Александрович,В окопах Сталинграда,1854,238
Тургенев Иван Сергеевич,Братья Карамазовы,1903,190
Бунин Иван Алексеевич,Хождение по мукам,1897,511
Толстой Лев Николаевич,Отцы и дети,1892,427
Блок Александр Александрович,В окопах Сталинграда,1805,513
Гоголь Николай Васильевич,Хамелеон,1846,726
Лесков Николай Семёнович,Ревизор,1922,129
Пушкин Александр Сергеевич,Судьба человека,1983,424
Некрасов Виктор Платонович,Белая гвардия,1859,1457
Горький Максим,Лёгкое дыхание,1818,798
Замятин Евгений Иванович,Евгений Онегин,1854,537
Грибоедов Александр Сергеевич,Листопад,1966,1065
Чернышевский Николай Гаврилович,Дом с мезонином,1981,737
Пастернак Борис Леонидович,Донские рассказы,1910,454
Островский Александр Николаевич,Антоновские яблоки,1820,1117
Мандельштам Осип Эмильевич,Мертвые души,1811,253
Пастернак Борис Леонидович,Вий,1987,614
Цветаева Марина Ивановна,Морфий,2024,831
Толстой Лев Николаевич,Вишнёвый сад,1878,384
Стругацкий Аркадий Натанович,Бесы,1985,1063
Добролюбов Николай Александрович,Мертвые души,1880,352
Ильф Илья Арнольдович,Записки охотника,1922,296
Островский Александр Николаевич,Русские женщины,2001,975
Петров Евгений Петрович,Ионыч,2015,915
Чернышевский Николай Гаврилович,Дом с мезонином,1837,132
Цветаева Марина Ивановна,Шинель,1896,374
Толстой Алексей Николаевич,Вий,1879,120
Стругацкий Борис Натанович,Отцы и дети,1828,1010
Стругацкий Аркадий Натанович,Анна Каренина,1918,583
Платонов Андрей Платонович,Дом с мезонином,1914,1239
Маяковский Владимир Владимирович,Хамелеон,1941,1273
Пушкин Александр Сергеевич,Белые ночи,1820,98
Набоков Владимир Владимирович,Русские женщины,1810,79
Булгаков Михаил Афанасьевич,Аэлита,1987,1089
Толстой Лев Николаевич,Детство,1951,1343
Грибоедов Александр Сергеевич,Братья Карамазовы,1953,1353
Замятин Евгений Иванович,Мастер и Маргарита,1982,848
Маяковский Владимир Владимирович,Мертвые души,1921,787
Чернышевский Николай Гаврилович,Тихий Дон,1918,173
Островский Александр Николаевич,Мастер и Маргарита,1985,797
Стругацкий Аркадий Натанович,Хамелеон,1913,680
Островский Александр Николаевич,Антоновские яблоки,1992,1484
Некрасов Николай Алексеевич,Рядовой Лютиков,2007,967
Толстой Лев Николаевич,Маленькая печальная повесть,1909,1072
Стругацкий Аркадий Натанович,Лёгкое дыхание,1862,438
Горький Максим,Детство,1900,145
Чернышевский Николай Гаврилович,Донские рассказы,1904,1324
Блок Александр Александрович,Маленькая печальная повесть,1888,1119
Толстой Алексей Николаевич,В окопах Сталинграда,1957,749
Бунин Иван Алексеевич,Вишнёвый сад,1935,487
Тургенев Иван Сергеевич,Пётр Первый,1820,908
Цветаева Марина Ивановна,Евгений Онегин,1829,1083
Грин Александр Степанович,Идиот,1989,446
Замятин Евгений Иванович,Детство,1969,384
Ильф Илья Арнольдович,Собачье сердце,1875,970
Некрасов Николай Алексеевич,Рядовой Лютиков,1905,1296
Некрасов Виктор Платонович,Митина любовь,1874,350
Ахматова Анна Андреевна,Донские рассказы,1977,1399
Толстой Лев Николаевич,В окопах Сталинграда,1896,523
Чернышевский Николай Гаврилович,Вий,2000,1365
Лермонтов Михаил Юрьевич,Идиот,1952,643
Толстой Лев Николаевич,Крестьянские дети,1829,1397
Горький Максим,Листопад,1992,810
Чернышевский Николай Гаврилович,Митина любовь,1994,225
Толстой Лев Николаевич,Донские рассказы,2010,92
Толстой Лев Николаевич,Бесы,2013,291
Стругацкий Аркадий Натанович,Записки охотника,1808,1445
Шолохов Михаил Александрович,Крестьянские дети,1951,1133
Набоков Владимир Владимирович,Тёмные аллеи,1908,1249
Гоголь Николай Васильевич,Пётр Первый,1930,92
Платонов Андрей Платонович,Тихий Дон,1943,850
Петров Евгений Петрович,Собачье сердце,1914,210
Блок Александр Александрович,Мертвые души,2002,1310
Толстой Лев Николаевич,Железная дорога,1989,1173
Чернышевский Николай Гаврилович,Вий,1915,106
Тургенев Иван Сергеевич,Донские рассказы,1992,1099
Некрасов Николай Алексеевич,Рядовой Лютиков,1902,260
Пастернак Борис Леонидович,Отцы и дети,1990,815
Некрасов Виктор Платонович,Тёмные аллеи,1916,978
Платонов Андрей Платонович,Хождение по мукам,1845,345
Некрасов Виктор Платонович,Русские женщины,2015,967
Маяковский Владимир Владимирович,Хамелеон,1847,950
Островский Александр Николаевич,Маленькая печальная повесть,2020,825
Гоголь Николай Васильевич,Братья Карамазовы,1856,734
Лесков Николай Семёнович,Анна Каренина,1917,1409
Толстой Лев Николаевич,Ионыч,1914,622
Тургенев Иван Сергеевич,Мертвые души,1808,533
Толстой Лев Николаевич,Антоновские яблоки,1985,177
Пастернак Борис Леонидович,Евгений Онегин,2006,748
Чернышевский Николай Гаврилович,Мастер и Маргарита,1888,346
Толстой Лев Николаевич,Шинель,1979,948
Платонов Андрей Платонович,Ревизор,1927,667
Горький Максим,Дама с собачкой,1818,1085
Шолохов Михаил Александрович,Лёгкое дыхание,1989,748
Толстой Лев Николаевич,Белые ночи,1983,1049
Лесков Николай Семёнович,Ионыч,1807,1306
Блок Александр Александрович,Медный всадник,1973,154
Чехов Антон Павлович,Русские женщины,2025,1339
Беляев Александр Романович,Ионыч,1854,136
Петров Евгений Петрович,Белые ночи,1994,1237
Толстой Лев Николаевич,Записки охотника,1890,334
Толстой Лев Николаевич,Воскресение,2016,1267
Блок Александр Александрович,Судьба человека,1845,841
Некрасов Николай Алексеевич,Крестьянские дети,1915,836
Достоевский Фёдор Михайлович,Шинель,1906,1176
Салтыков-Щедрин Михаил Евграфович,Тарас Бульба,2004,331
Толстой Алексей Николаевич,Судьба человека,1954,120
Чернышевский Николай Гаврилович,Мастер и Маргарита,1939,1108
Бродский Иосиф Александрович,Вий,1858,1468
Добролюбов Николай Александрович,Рядовой Лютиков,1812,970
Толстой Лев Николаевич,Мертвые души,1889,1145
Ахматова Анна Андреевна,Идиот,1831,1158
Бродский Иосиф Александрович,Мастер и Маргарита,2009,1227
Чернышевский Николай Гаврилович,Пётр Первый,1822,754
Грин Александр Степанович,Мастер и Маргарита,1990,1439
Добролюбов Николай Александрович,Белые ночи,1900,1127
Лермонтов Михаил Юрьевич,Детство,1929,946
Платонов Андрей Платонович,Аэлита,1993,852
Блок Александр Александрович,Крестьянские дети,1803,156
Некрасов Николай Алексеевич,Дом с мезонином,1903,949
Бродский Иосиф Александрович,Ревизор,1989,531
Некрасов Виктор Платонович,Записки охотника,1852,1359
Есенин Сергей Александрович,Братья Карамазовы,1965,841
Платонов Андрей Платонович,Ионыч,1933,163
Тургенев Иван Сергеевич,Тихий Дон,1983,53
Набоков Владимир Владимирович,Тёмные аллеи,1873,889
Маяковский Владимир Владимирович,Ася,1800,583
Платонов Андрей Платонович,Медный всадник,2017,1487
Есенин Сергей Александрович,Маленькая печальная повесть,1835,374
Тургенев Иван Сергеевич,Листопад,2002,563
Маяковский Владимир Владимирович,Тёмные аллеи,1918,1234
Толстой Лев Николаевич,Хамелеон,1808,1268
Куприн Александр Иванович,Шинель,1885,1131
Горький Максим,Донские рассказы,1868,1002
Замятин Евгений Иванович,Воскресение,1839,240
Толстой Лев Николаевич,Бесы,1800,521
Пастернак Борис Леонидович,Тихий Дон,1990,1017
Горький Максим,Дом с мезонином,1940,629
Беляев Александр Романович,Евгений Онегин,1840,1119
Некрасов Виктор Платонович,Анна Каренина,1990,803
Салтыков-Щедрин Михаил Евграфович,Крестьянские дети,1840,1103
Петров Евгений Петрович,Железная дорога,1981,703
Салтыков-Щедрин Михаил Евграфович,Братья Карамазовы,1932,538
Пушкин Александр Сергеевич,Пётр Первый,1829,707
Толстой Лев Николаевич,Вишнёвый сад,2013,1270
Замятин Евгений Иванович,Маленькая печальная повесть,1892,1372
Толстой Лев Николаевич,Евгений Онегин,1968,652
Есенин Сергей Александрович,Рядовой Лютиков,1879,572
Маяковский Владимир Владимирович,Аэлита,1837,491
Есенин Сергей Александрович,Морфий,1872,904
Толстой Алексей Николаевич,Рядовой Лютиков,2015,1154
Блок Александр Александрович,Ионыч,1885,168
Шолохов Михаил Александрович,Вишнёвый сад,1849,969
Бунин Иван Алексеевич,Идиот,1872,201
Некрасов Николай Алексеевич,Анна Каренина,1919,1366
Бунин Иван Алексеевич,Вий,1976,401
Островский Александр Николаевич,Медный всадник,1944,574
Достоевский Фёдор Михайлович,Тихий Дон,1955,1414
Толстой Лев Николаевич,Русские женщины,2022,216
Пушкин Александр Сергеевич,Аэлита,1901,449
Гоголь Николай Васильевич,Идиот,2016,934
Лесков Николай Семёнович,Вий,1848,914
Некрасов Виктор Платонович,Хамелеон,1917,933
Толстой Лев Николаевич,Дама с собачкой,1976,252
Пушкин Александр Сергеевич,Пётр Первый,1989,632
Островский Александр Николаевич,Морфий,1895,927
Беляев Александр Романович,Железная дорога,1937,371
Беляев Александр Романович,Детство,1953,468
Бродский Иосиф Александрович,Пётр Первый,1877,1132
Некрасов Николай Алексеевич,Белая гвардия,2005,160
Грибоедов Александр Сергеевич,Детство,2023,503
Бунин Иван Алексеевич,Воскресение,1917,477
Ильф Илья Арнольдович,Вишнёвый сад,1954,219
Толстой Лев Николаевич,Преступление и наказание,1914,1253
Толстой Лев Николаевич,Листопад,1991,961
Мандельштам Осип Эмильевич,Медный всадник,1908,1104
Салтыков-Щедрин Михаил Евграфович,Судьба человека,1964,965
Добролюбов Николай Александрович,Идиот,1929,952
Толстой Лев Николаевич,Ионыч,1943,453
Петров Евгений Петрович,Записки охотника,1939,500
Толстой Лев Николаевич,Русские женщины,1898,894
Набоков Владимир Владимирович,Ася,1888,148
Ильф Илья Арнольдович,Детство,1868,484
Чернышевский Николай Гаврилович,Шинель,1822,389
Толстой Лев Николаевич,Пётр Первый,1908,479
Толстой Лев Николаевич,Пётр Первый,2023,257
Булгаков Михаил Афанасьевич,Донские рассказы,1930,1405
Грибоедов Александр Сергеевич,Преступление и наказание,1987,1008
Некрасов Николай Алексеевич,Анна Каренина,2015,919
Бродский Иосиф Александрович,Мастер и Маргарита,1986,227
Чернышевский Николай Гаврилович,Маленькая печальная повесть,2022,711
Гоголь Николай Васильевич,Записки охотника,1824,848
Грин Александр Степанович,Мертвые души,1885,1044
Некрасов Виктор Платонович,Рядовой Лютиков,1914,992
Мандельштам Осип Эмильевич,Война и мир,1821,468
Замятин Евгений Иванович,Братья Карамазовы,1908,1402
Островский Александр Николаевич,Дом с мезонином,1944,815
Цветаева Марина Ивановна,Отцы и дети,1867,1201
Добролюбов Николай Александрович,Мастер и Маргарита,1995,1083
Грибоедов Александр Сергеевич,Вий,1992,638
Платонов Андрей Платонович,Белые ночи,1842,1384
Набоков Владимир Владимирович,Евгений Онегин,1940,68
Куприн Александр Иванович,Преступление и наказание,1816,557
Островский Александр Николаевич,Война и мир,1936,1354
Толстой Лев Николаевич,Листопад,1922,1354
Горький Максим,Бесы,1980,1395
Толстой Лев Николаевич,Тарас Бульба,1962,869
Лермонтов Михаил Юрьевич,Детство,1938,1443
